Using CUDA...
Writing logs to logs/CNN_bn_epochs=50_dropout=0.5_bs=32_optim=SGD_decay=0.01_lr=0.001_momentum=0.9_mode=MC_run_0
epoch: [0], step: [299/1581], batch loss: 2.10299, batch accuracy: 18.75, data load time: 0.00015, step time: 0.00753,
epoch: [0], step: [599/1581], batch loss: 2.01407, batch accuracy: 28.12, data load time: 0.00015, step time: 0.00734,
epoch: [0], step: [899/1581], batch loss: 1.83178, batch accuracy: 25.00, data load time: 0.00016, step time: 0.00733,
epoch: [0], step: [1199/1581], batch loss: 1.42477, batch accuracy: 56.25, data load time: 0.00017, step time: 0.00737,
epoch: [0], step: [1499/1581], batch loss: 1.55033, batch accuracy: 34.38, data load time: 0.00019, step time: 0.00740,
epoch: [1], step: [218/1581], batch loss: 1.37832, batch accuracy: 50.00, data load time: 0.00015, step time: 0.00944,
epoch: [1], step: [518/1581], batch loss: 1.25871, batch accuracy: 46.88, data load time: 0.00014, step time: 0.00730,
epoch: [1], step: [818/1581], batch loss: 1.34322, batch accuracy: 50.00, data load time: 0.00016, step time: 0.00732,
epoch: [1], step: [1118/1581], batch loss: 1.01574, batch accuracy: 65.62, data load time: 0.00014, step time: 0.00731,
epoch: [1], step: [1418/1581], batch loss: 1.11843, batch accuracy: 56.25, data load time: 0.00014, step time: 0.00733,
epoch: [2], step: [137/1581], batch loss: 1.18146, batch accuracy: 43.75, data load time: 0.00192, step time: 0.01455,
epoch: [2], step: [437/1581], batch loss: 1.27694, batch accuracy: 53.12, data load time: 0.00221, step time: 0.00731,
epoch: [2], step: [737/1581], batch loss: 1.27338, batch accuracy: 46.88, data load time: 0.00485, step time: 0.00797,
epoch: [2], step: [1037/1581], batch loss: 1.17553, batch accuracy: 59.38, data load time: 0.00015, step time: 0.00731,
epoch: [2], step: [1337/1581], batch loss: 1.07079, batch accuracy: 59.38, data load time: 0.00014, step time: 0.00775,
epoch: [3], step: [56/1581], batch loss: 0.89214, batch accuracy: 68.75, data load time: 0.00013, step time: 0.00731,
epoch: [3], step: [356/1581], batch loss: 1.37125, batch accuracy: 40.62, data load time: 0.00018, step time: 0.00786,
epoch: [3], step: [656/1581], batch loss: 1.00269, batch accuracy: 62.50, data load time: 0.00020, step time: 0.00731,
epoch: [3], step: [956/1581], batch loss: 1.18937, batch accuracy: 53.12, data load time: 0.00014, step time: 0.00731,
epoch: [3], step: [1256/1581], batch loss: 1.11876, batch accuracy: 56.25, data load time: 0.00179, step time: 0.00776,
epoch: [3], step: [1556/1581], batch loss: 1.19045, batch accuracy: 53.12, data load time: 0.00013, step time: 0.00732,
epoch: [4], step: [275/1581], batch loss: 0.83690, batch accuracy: 78.12, data load time: 0.00017, step time: 0.00736,
epoch: [4], step: [575/1581], batch loss: 0.79111, batch accuracy: 65.62, data load time: 0.00014, step time: 0.00732,
epoch: [4], step: [875/1581], batch loss: 0.83901, batch accuracy: 62.50, data load time: 0.00014, step time: 0.00730,
epoch: [4], step: [1175/1581], batch loss: 0.80993, batch accuracy: 68.75, data load time: 0.00014, step time: 0.00732,
epoch: [4], step: [1475/1581], batch loss: 0.83733, batch accuracy: 59.38, data load time: 0.00014, step time: 0.00731,
validation loss: 1.11160, accuracy: 63.36, class_accuracy: [61.86440677966102, 71.05263157894737, 66.66666666666667, 37.16814159292036, 49.152542372881356, 82.56880733944953, 100.0, 97.34513274336283, 44.89795918367347, 52.54237288135593]
class_avg: 66.32586611389186
epoch: [5], step: [194/1581], batch loss: 0.72129, batch accuracy: 71.88, data load time: 0.00015, step time: 0.00730,
epoch: [5], step: [494/1581], batch loss: 1.18289, batch accuracy: 50.00, data load time: 0.00015, step time: 0.00732,
epoch: [5], step: [794/1581], batch loss: 0.96903, batch accuracy: 71.88, data load time: 0.00014, step time: 0.00732,
