Using CUDA...
Writing logs to logs/CNN_bn_epochs=50_dropout=0.5_bs=32_optim=SGD_decay=0.01_lr=0.001_momentum=0.9_mode=LMC_run_8
epoch: [0], step: [299/1581], batch loss: 2.44538, batch accuracy: 21.88, data load time: 0.00632, step time: 0.00787,
epoch: [0], step: [599/1581], batch loss: 1.65010, batch accuracy: 43.75, data load time: 0.00038, step time: 0.00933,
epoch: [0], step: [899/1581], batch loss: 1.89388, batch accuracy: 15.62, data load time: 0.00033, step time: 0.00894,
epoch: [0], step: [1199/1581], batch loss: 1.53479, batch accuracy: 46.88, data load time: 0.00409, step time: 0.00937,
epoch: [0], step: [1499/1581], batch loss: 1.79256, batch accuracy: 53.12, data load time: 0.00022, step time: 0.00817,
epoch: [1], step: [218/1581], batch loss: 1.42960, batch accuracy: 53.12, data load time: 0.00080, step time: 0.01518,
epoch: [1], step: [518/1581], batch loss: 1.04295, batch accuracy: 56.25, data load time: 0.00029, step time: 0.00849,
epoch: [1], step: [818/1581], batch loss: 1.56614, batch accuracy: 40.62, data load time: 0.00031, step time: 0.00845,
epoch: [1], step: [1118/1581], batch loss: 0.94303, batch accuracy: 65.62, data load time: 0.00022, step time: 0.00892,
epoch: [1], step: [1418/1581], batch loss: 0.82451, batch accuracy: 71.88, data load time: 0.00305, step time: 0.01002,
epoch: [2], step: [137/1581], batch loss: 0.99098, batch accuracy: 71.88, data load time: 0.00022, step time: 0.00805,
epoch: [2], step: [437/1581], batch loss: 0.76483, batch accuracy: 71.88, data load time: 0.00349, step time: 0.00860,
epoch: [2], step: [737/1581], batch loss: 1.05110, batch accuracy: 75.00, data load time: 0.00024, step time: 0.00889,
epoch: [2], step: [1037/1581], batch loss: 0.97050, batch accuracy: 68.75, data load time: 0.00023, step time: 0.00831,
epoch: [2], step: [1337/1581], batch loss: 1.04433, batch accuracy: 65.62, data load time: 0.00022, step time: 0.00806,
epoch: [3], step: [56/1581], batch loss: 1.03524, batch accuracy: 56.25, data load time: 0.00033, step time: 0.00867,
epoch: [3], step: [356/1581], batch loss: 1.07482, batch accuracy: 59.38, data load time: 0.00022, step time: 0.00811,
epoch: [3], step: [656/1581], batch loss: 0.86960, batch accuracy: 62.50, data load time: 0.00054, step time: 0.00814,
epoch: [3], step: [956/1581], batch loss: 0.87103, batch accuracy: 68.75, data load time: 0.00033, step time: 0.00824,
epoch: [3], step: [1256/1581], batch loss: 0.59335, batch accuracy: 87.50, data load time: 0.00025, step time: 0.00857,
epoch: [3], step: [1556/1581], batch loss: 0.65358, batch accuracy: 71.88, data load time: 0.00012, step time: 0.00744,
epoch: [4], step: [275/1581], batch loss: 0.84453, batch accuracy: 68.75, data load time: 0.00022, step time: 0.00824,
epoch: [4], step: [575/1581], batch loss: 1.25589, batch accuracy: 62.50, data load time: 0.00021, step time: 0.00876,
epoch: [4], step: [875/1581], batch loss: 0.78813, batch accuracy: 78.12, data load time: 0.00022, step time: 0.00838,
epoch: [4], step: [1175/1581], batch loss: 0.85091, batch accuracy: 68.75, data load time: 0.00325, step time: 0.01029,
epoch: [4], step: [1475/1581], batch loss: 1.05215, batch accuracy: 62.50, data load time: 0.00025, step time: 0.00841,
validation loss: 1.07108, accuracy: 62.44, class_accuracy: [72.03389830508475, 84.21052631578948, 61.53846153846154, 60.176991150442475, 62.71186440677966, 58.71559633027523, 100.0, 73.45132743362832, 47.95918367346939, 42.3728813559322]
class_avg: 66.31707305098631
epoch: [5], step: [194/1581], batch loss: 0.76845, batch accuracy: 75.00, data load time: 0.00425, step time: 0.00891,
epoch: [5], step: [494/1581], batch loss: 0.86689, batch accuracy: 65.62, data load time: 0.00351, step time: 0.00861,
epoch: [5], step: [794/1581], batch loss: 0.76152, batch accuracy: 71.88, data load time: 0.00022, step time: 0.00807,
epoch: [5], step: [1094/1581], batch loss: 0.84930, batch accuracy: 65.62, data load time: 0.00430, step time: 0.01005,
epoch: [5], step: [1394/1581], batch loss: 0.78380, batch accuracy: 71.88, data load time: 0.00054, step time: 0.00824,
epoch: [6], step: [113/1581], batch loss: 0.79542, batch accuracy: 71.88, data load time: 0.00031, step time: 0.00842,
epoch: [6], step: [413/1581], batch loss: 0.62119, batch accuracy: 84.38, data load time: 0.00024, step time: 0.00821,
epoch: [6], step: [713/1581], batch loss: 0.78688, batch accuracy: 87.50, data load time: 0.00021, step time: 0.00839,
epoch: [6], step: [1013/1581], batch loss: 0.61961, batch accuracy: 84.38, data load time: 0.00024, step time: 0.00868,
epoch: [6], step: [1313/1581], batch loss: 0.82758, batch accuracy: 71.88, data load time: 0.00023, step time: 0.00846,
epoch: [7], step: [32/1581], batch loss: 0.67243, batch accuracy: 62.50, data load time: 0.00326, step time: 0.00847,
epoch: [7], step: [332/1581], batch loss: 0.68938, batch accuracy: 78.12, data load time: 0.00032, step time: 0.00815,
epoch: [7], step: [632/1581], batch loss: 0.50653, batch accuracy: 78.12, data load time: 0.00339, step time: 0.00904,
epoch: [7], step: [932/1581], batch loss: 0.81938, batch accuracy: 75.00, data load time: 0.00022, step time: 0.00846,
epoch: [7], step: [1232/1581], batch loss: 0.70457, batch accuracy: 78.12, data load time: 0.00026, step time: 0.00853,
epoch: [7], step: [1532/1581], batch loss: 0.61164, batch accuracy: 81.25, data load time: 0.00017, step time: 0.00816,
epoch: [8], step: [251/1581], batch loss: 0.64604, batch accuracy: 71.88, data load time: 0.00376, step time: 0.00875,
epoch: [8], step: [551/1581], batch loss: 0.60564, batch accuracy: 84.38, data load time: 0.00343, step time: 0.00865,
epoch: [8], step: [851/1581], batch loss: 0.90023, batch accuracy: 65.62, data load time: 0.00024, step time: 0.00837,
epoch: [8], step: [1151/1581], batch loss: 0.54527, batch accuracy: 84.38, data load time: 0.00332, step time: 0.00949,
epoch: [8], step: [1451/1581], batch loss: 0.90731, batch accuracy: 75.00, data load time: 0.00022, step time: 0.00852,
epoch: [9], step: [170/1581], batch loss: 0.61396, batch accuracy: 84.38, data load time: 0.00022, step time: 0.00845,
epoch: [9], step: [470/1581], batch loss: 0.78741, batch accuracy: 71.88, data load time: 0.00023, step time: 0.00853,
epoch: [9], step: [770/1581], batch loss: 0.77218, batch accuracy: 78.12, data load time: 0.00024, step time: 0.00844,
epoch: [9], step: [1070/1581], batch loss: 0.66795, batch accuracy: 81.25, data load time: 0.00025, step time: 0.00890,
epoch: [9], step: [1370/1581], batch loss: 0.62153, batch accuracy: 84.38, data load time: 0.00024, step time: 0.00823,
