Using CUDA...
Writing logs to logs/CNN_bn_epochs=50_dropout=0.5_bs=32_optim=Adam_decay=0.01_lr=0.001_momentum=0.9_mode=MLMC_run_0
epoch: [0], step: [299/1581], batch loss: 1.80515, batch accuracy: 28.12, data load time: 0.00025, step time: 0.01411,
epoch: [0], step: [599/1581], batch loss: 1.53965, batch accuracy: 50.00, data load time: 0.00038, step time: 0.01630,
epoch: [0], step: [899/1581], batch loss: 1.38501, batch accuracy: 21.88, data load time: 0.00026, step time: 0.01377,
epoch: [0], step: [1199/1581], batch loss: 1.36256, batch accuracy: 50.00, data load time: 0.00029, step time: 0.02989,
epoch: [0], step: [1499/1581], batch loss: 1.65312, batch accuracy: 53.12, data load time: 0.00034, step time: 0.01645,
epoch: [1], step: [218/1581], batch loss: 1.50924, batch accuracy: 50.00, data load time: 0.00028, step time: 0.02436,
epoch: [1], step: [518/1581], batch loss: 0.95663, batch accuracy: 59.38, data load time: 0.00034, step time: 0.01444,
epoch: [1], step: [818/1581], batch loss: 1.49433, batch accuracy: 62.50, data load time: 0.00036, step time: 0.01522,
epoch: [1], step: [1118/1581], batch loss: 0.87986, batch accuracy: 56.25, data load time: 0.00027, step time: 0.03140,
epoch: [1], step: [1418/1581], batch loss: 1.27127, batch accuracy: 53.12, data load time: 0.00026, step time: 0.01380,
epoch: [2], step: [137/1581], batch loss: 1.14283, batch accuracy: 56.25, data load time: 0.00026, step time: 0.01378,
epoch: [2], step: [437/1581], batch loss: 0.76085, batch accuracy: 75.00, data load time: 0.00030, step time: 0.02277,
epoch: [2], step: [737/1581], batch loss: 1.03842, batch accuracy: 65.62, data load time: 0.00035, step time: 0.01571,
epoch: [2], step: [1037/1581], batch loss: 1.05883, batch accuracy: 68.75, data load time: 0.00028, step time: 0.02246,
epoch: [2], step: [1337/1581], batch loss: 0.92030, batch accuracy: 65.62, data load time: 0.00192, step time: 0.01783,
epoch: [3], step: [56/1581], batch loss: 1.05079, batch accuracy: 65.62, data load time: 0.00022, step time: 0.01440,
epoch: [3], step: [356/1581], batch loss: 0.89985, batch accuracy: 68.75, data load time: 0.00881, step time: 0.01386,
epoch: [3], step: [656/1581], batch loss: 0.42879, batch accuracy: 81.25, data load time: 0.00028, step time: 0.02517,
epoch: [3], step: [956/1581], batch loss: 0.80875, batch accuracy: 65.62, data load time: 0.00036, step time: 0.01493,
epoch: [3], step: [1256/1581], batch loss: 0.89489, batch accuracy: 62.50, data load time: 0.00029, step time: 0.01442,
epoch: [3], step: [1556/1581], batch loss: 0.91051, batch accuracy: 62.50, data load time: 0.00014, step time: 0.01374,
epoch: [4], step: [275/1581], batch loss: 0.97983, batch accuracy: 53.12, data load time: 0.00027, step time: 0.02229,
epoch: [4], step: [575/1581], batch loss: 0.86316, batch accuracy: 71.88, data load time: 0.00029, step time: 0.01395,
epoch: [4], step: [875/1581], batch loss: 0.63386, batch accuracy: 81.25, data load time: 0.00027, step time: 0.01411,
epoch: [4], step: [1175/1581], batch loss: 1.04302, batch accuracy: 56.25, data load time: 0.00028, step time: 0.01387,
epoch: [4], step: [1475/1581], batch loss: 0.83664, batch accuracy: 75.00, data load time: 0.00854, step time: 0.01993,
validation loss: 0.82792, accuracy: 71.85, class_accuracy: [80.50847457627118, 89.47368421052632, 85.47008547008546, 49.557522123893804, 69.49152542372882, 54.12844036697248, 100.0, 97.34513274336283, 74.48979591836735, 49.152542372881356]
class_avg: 74.96172032060896
epoch: [5], step: [194/1581], batch loss: 0.90005, batch accuracy: 65.62, data load time: 0.00028, step time: 0.01392,
