Using CUDA...
Writing logs to logs/CNN_bn_epochs=50_dropout=0.5_bs=32_optim=SGD_decay=1e-06_lr=0.001_momentum=0.9_mode=LMC_run_0
epoch: [0], step: [299/1581], batch loss: 1.86885, batch accuracy: 37.50, data load time: 0.00026, step time: 0.00908,
epoch: [0], step: [599/1581], batch loss: 1.74389, batch accuracy: 31.25, data load time: 0.00028, step time: 0.00863,
epoch: [0], step: [899/1581], batch loss: 1.62731, batch accuracy: 43.75, data load time: 0.00031, step time: 0.00816,
epoch: [0], step: [1199/1581], batch loss: 1.52421, batch accuracy: 56.25, data load time: 0.00022, step time: 0.00850,
epoch: [0], step: [1499/1581], batch loss: 1.17937, batch accuracy: 75.00, data load time: 0.00025, step time: 0.00819,
epoch: [1], step: [218/1581], batch loss: 1.42378, batch accuracy: 43.75, data load time: 0.00036, step time: 0.00840,
epoch: [1], step: [518/1581], batch loss: 1.33095, batch accuracy: 62.50, data load time: 0.00022, step time: 0.00830,
epoch: [1], step: [818/1581], batch loss: 1.84309, batch accuracy: 40.62, data load time: 0.00029, step time: 0.00815,
epoch: [1], step: [1118/1581], batch loss: 1.15611, batch accuracy: 56.25, data load time: 0.00412, step time: 0.00875,
epoch: [1], step: [1418/1581], batch loss: 1.32429, batch accuracy: 53.12, data load time: 0.00023, step time: 0.00911,
epoch: [2], step: [137/1581], batch loss: 1.19532, batch accuracy: 59.38, data load time: 0.00033, step time: 0.00868,
epoch: [2], step: [437/1581], batch loss: 0.98048, batch accuracy: 62.50, data load time: 0.00026, step time: 0.00834,
epoch: [2], step: [737/1581], batch loss: 0.97643, batch accuracy: 65.62, data load time: 0.00025, step time: 0.00914,
epoch: [2], step: [1037/1581], batch loss: 1.14433, batch accuracy: 62.50, data load time: 0.00025, step time: 0.00831,
epoch: [2], step: [1337/1581], batch loss: 0.97738, batch accuracy: 62.50, data load time: 0.00034, step time: 0.00836,
epoch: [3], step: [56/1581], batch loss: 0.79553, batch accuracy: 65.62, data load time: 0.00022, step time: 0.00883,
epoch: [3], step: [356/1581], batch loss: 0.63742, batch accuracy: 78.12, data load time: 0.00023, step time: 0.00902,
epoch: [3], step: [656/1581], batch loss: 0.97498, batch accuracy: 56.25, data load time: 0.00340, step time: 0.00863,
epoch: [3], step: [956/1581], batch loss: 0.72796, batch accuracy: 81.25, data load time: 0.00024, step time: 0.00837,
epoch: [3], step: [1256/1581], batch loss: 0.58640, batch accuracy: 71.88, data load time: 0.00022, step time: 0.00895,
epoch: [3], step: [1556/1581], batch loss: 0.64383, batch accuracy: 81.25, data load time: 0.00011, step time: 0.00732,
epoch: [4], step: [275/1581], batch loss: 0.73361, batch accuracy: 65.62, data load time: 0.00022, step time: 0.00853,
epoch: [4], step: [575/1581], batch loss: 0.96316, batch accuracy: 65.62, data load time: 0.00023, step time: 0.00828,
epoch: [4], step: [875/1581], batch loss: 0.60491, batch accuracy: 78.12, data load time: 0.00025, step time: 0.00898,
epoch: [4], step: [1175/1581], batch loss: 1.01199, batch accuracy: 68.75, data load time: 0.00352, step time: 0.00967,
epoch: [4], step: [1475/1581], batch loss: 0.72010, batch accuracy: 71.88, data load time: 0.00022, step time: 0.00870,
validation loss: 1.07622, accuracy: 62.54, class_accuracy: [51.69491525423729, 86.84210526315789, 54.7008547008547, 61.06194690265487, 73.72881355932203, 62.38532110091743, 100.0, 79.64601769911505, 52.04081632653061, 44.91525423728814]
class_avg: 66.70160450440781
epoch: [5], step: [194/1581], batch loss: 0.61995, batch accuracy: 65.62, data load time: 0.00024, step time: 0.00830,
epoch: [5], step: [494/1581], batch loss: 0.61204, batch accuracy: 78.12, data load time: 0.00023, step time: 0.00810,
epoch: [5], step: [794/1581], batch loss: 1.09446, batch accuracy: 56.25, data load time: 0.00023, step time: 0.00849,
epoch: [5], step: [1094/1581], batch loss: 1.01597, batch accuracy: 65.62, data load time: 0.00023, step time: 0.00850,
epoch: [5], step: [1394/1581], batch loss: 0.38242, batch accuracy: 90.62, data load time: 0.00023, step time: 0.00862,
epoch: [6], step: [113/1581], batch loss: 0.59286, batch accuracy: 81.25, data load time: 0.00022, step time: 0.00831,
epoch: [6], step: [413/1581], batch loss: 0.65357, batch accuracy: 75.00, data load time: 0.00035, step time: 0.01568,
epoch: [6], step: [713/1581], batch loss: 1.06760, batch accuracy: 62.50, data load time: 0.00026, step time: 0.01168,
epoch: [6], step: [1013/1581], batch loss: 0.70587, batch accuracy: 71.88, data load time: 0.00062, step time: 0.00827,
epoch: [6], step: [1313/1581], batch loss: 0.73772, batch accuracy: 68.75, data load time: 0.00025, step time: 0.00860,
epoch: [7], step: [32/1581], batch loss: 0.55574, batch accuracy: 78.12, data load time: 0.00248, step time: 0.01110,
epoch: [7], step: [332/1581], batch loss: 0.70586, batch accuracy: 78.12, data load time: 0.00561, step time: 0.01174,
epoch: [7], step: [632/1581], batch loss: 0.73579, batch accuracy: 81.25, data load time: 0.00022, step time: 0.01275,
