Using CUDA...
Writing logs to logs/CNN_bn_epochs=50_dropout=0.5_bs=32_optim=SGD_decay=0.01_lr=0.001_momentum=0.9_mode=MLMC_run_1
epoch: [0], step: [299/1581], batch loss: 1.73497, batch accuracy: 28.12, data load time: 0.00023, step time: 0.01192,
epoch: [0], step: [599/1581], batch loss: 1.51361, batch accuracy: 34.38, data load time: 0.00026, step time: 0.01554,
epoch: [0], step: [899/1581], batch loss: 1.58346, batch accuracy: 50.00, data load time: 0.00023, step time: 0.01156,
epoch: [0], step: [1199/1581], batch loss: 1.07535, batch accuracy: 56.25, data load time: 0.00025, step time: 0.01155,
epoch: [0], step: [1499/1581], batch loss: 1.51169, batch accuracy: 53.12, data load time: 0.00025, step time: 0.01347,
epoch: [1], step: [218/1581], batch loss: 1.35805, batch accuracy: 53.12, data load time: 0.00025, step time: 0.02086,
epoch: [1], step: [518/1581], batch loss: 1.36985, batch accuracy: 59.38, data load time: 0.00025, step time: 0.01159,
epoch: [1], step: [818/1581], batch loss: 1.04548, batch accuracy: 59.38, data load time: 0.00343, step time: 0.01249,
epoch: [1], step: [1118/1581], batch loss: 1.05653, batch accuracy: 53.12, data load time: 0.00025, step time: 0.01158,
epoch: [1], step: [1418/1581], batch loss: 1.03089, batch accuracy: 59.38, data load time: 0.00032, step time: 0.01156,
epoch: [2], step: [137/1581], batch loss: 1.12466, batch accuracy: 56.25, data load time: 0.00025, step time: 0.02103,
epoch: [2], step: [437/1581], batch loss: 1.28125, batch accuracy: 53.12, data load time: 0.00023, step time: 0.01159,
epoch: [2], step: [737/1581], batch loss: 0.97443, batch accuracy: 75.00, data load time: 0.00025, step time: 0.01449,
epoch: [2], step: [1037/1581], batch loss: 0.68762, batch accuracy: 71.88, data load time: 0.00025, step time: 0.01204,
epoch: [2], step: [1337/1581], batch loss: 0.90003, batch accuracy: 56.25, data load time: 0.00024, step time: 0.01160,
epoch: [3], step: [56/1581], batch loss: 1.03205, batch accuracy: 68.75, data load time: 0.00021, step time: 0.01157,
epoch: [3], step: [356/1581], batch loss: 0.82919, batch accuracy: 68.75, data load time: 0.00023, step time: 0.01158,
epoch: [3], step: [656/1581], batch loss: 1.01157, batch accuracy: 53.12, data load time: 0.00023, step time: 0.01159,
epoch: [3], step: [956/1581], batch loss: 0.95339, batch accuracy: 68.75, data load time: 0.00024, step time: 0.01159,
epoch: [3], step: [1256/1581], batch loss: 0.94316, batch accuracy: 53.12, data load time: 0.00023, step time: 0.01159,
epoch: [3], step: [1556/1581], batch loss: 1.03908, batch accuracy: 68.75, data load time: 0.00014, step time: 0.01150,
epoch: [4], step: [275/1581], batch loss: 1.30403, batch accuracy: 50.00, data load time: 0.00023, step time: 0.01161,
epoch: [4], step: [575/1581], batch loss: 0.68469, batch accuracy: 71.88, data load time: 0.00899, step time: 0.01250,
epoch: [4], step: [875/1581], batch loss: 0.97001, batch accuracy: 68.75, data load time: 0.00026, step time: 0.01158,
epoch: [4], step: [1175/1581], batch loss: 0.96851, batch accuracy: 68.75, data load time: 0.00032, step time: 0.01267,
epoch: [4], step: [1475/1581], batch loss: 0.74117, batch accuracy: 65.62, data load time: 0.00436, step time: 0.01688,
validation loss: 0.99970, accuracy: 70.11, class_accuracy: [76.27118644067797, 86.84210526315789, 75.21367521367522, 56.63716814159292, 50.0, 75.22935779816514, 100.0, 95.57522123893806, 57.142857142857146, 59.32203389830509]
class_avg: 73.22336051373694
epoch: [5], step: [194/1581], batch loss: 0.64904, batch accuracy: 75.00, data load time: 0.00024, step time: 0.01159,
epoch: [5], step: [494/1581], batch loss: 0.56381, batch accuracy: 78.12, data load time: 0.00026, step time: 0.01174,
epoch: [5], step: [794/1581], batch loss: 0.95000, batch accuracy: 65.62, data load time: 0.00023, step time: 0.01155,
epoch: [5], step: [1094/1581], batch loss: 0.64608, batch accuracy: 71.88, data load time: 0.00023, step time: 0.01884,
epoch: [5], step: [1394/1581], batch loss: 0.83200, batch accuracy: 65.62, data load time: 0.00354, step time: 0.01159,
epoch: [6], step: [113/1581], batch loss: 0.56715, batch accuracy: 75.00, data load time: 0.00026, step time: 0.01640,
epoch: [6], step: [413/1581], batch loss: 0.70732, batch accuracy: 65.62, data load time: 0.00024, step time: 0.01358,
epoch: [6], step: [713/1581], batch loss: 0.63570, batch accuracy: 78.12, data load time: 0.00429, step time: 0.01159,
epoch: [6], step: [1013/1581], batch loss: 0.73776, batch accuracy: 75.00, data load time: 0.00025, step time: 0.01963,
epoch: [6], step: [1313/1581], batch loss: 0.70864, batch accuracy: 71.88, data load time: 0.00024, step time: 0.01157,
epoch: [7], step: [32/1581], batch loss: 0.59073, batch accuracy: 75.00, data load time: 0.00021, step time: 0.01758,
epoch: [7], step: [332/1581], batch loss: 0.45289, batch accuracy: 81.25, data load time: 0.00024, step time: 0.01158,
epoch: [7], step: [632/1581], batch loss: 0.53201, batch accuracy: 87.50, data load time: 0.00024, step time: 0.01159,
epoch: [7], step: [932/1581], batch loss: 0.74515, batch accuracy: 81.25, data load time: 0.00023, step time: 0.01157,
epoch: [7], step: [1232/1581], batch loss: 0.55357, batch accuracy: 78.12, data load time: 0.00028, step time: 0.01157,
epoch: [7], step: [1532/1581], batch loss: 0.88705, batch accuracy: 68.75, data load time: 0.00020, step time: 0.01160,
epoch: [8], step: [251/1581], batch loss: 0.36805, batch accuracy: 87.50, data load time: 0.00024, step time: 0.01271,
epoch: [8], step: [551/1581], batch loss: 0.46039, batch accuracy: 84.38, data load time: 0.00035, step time: 0.01264,
epoch: [8], step: [851/1581], batch loss: 0.49927, batch accuracy: 78.12, data load time: 0.00024, step time: 0.01241,
epoch: [8], step: [1151/1581], batch loss: 0.58501, batch accuracy: 84.38, data load time: 0.00024, step time: 0.01480,
epoch: [8], step: [1451/1581], batch loss: 0.50805, batch accuracy: 78.12, data load time: 0.00024, step time: 0.01158,
epoch: [9], step: [170/1581], batch loss: 0.63306, batch accuracy: 75.00, data load time: 0.00023, step time: 0.01172,
epoch: [9], step: [470/1581], batch loss: 0.72928, batch accuracy: 65.62, data load time: 0.00024, step time: 0.01159,
