Using CUDA...
Writing logs to logs/CNN_bn_epochs=50_dropout=0.5_bs=32_optim=SGD_decay=1e-06_lr=0.001_momentum=0.9_mode=MLMC_run_0
epoch: [0], step: [299/1581], batch loss: 2.01829, batch accuracy: 28.12, data load time: 0.00025, step time: 0.01418,
epoch: [0], step: [599/1581], batch loss: 1.57687, batch accuracy: 43.75, data load time: 0.00025, step time: 0.01174,
epoch: [0], step: [899/1581], batch loss: 1.84956, batch accuracy: 34.38, data load time: 0.00025, step time: 0.01978,
epoch: [0], step: [1199/1581], batch loss: 1.39930, batch accuracy: 46.88, data load time: 0.00024, step time: 0.01218,
epoch: [0], step: [1499/1581], batch loss: 1.42022, batch accuracy: 59.38, data load time: 0.00024, step time: 0.02405,
epoch: [1], step: [218/1581], batch loss: 1.40537, batch accuracy: 46.88, data load time: 0.00024, step time: 0.01332,
epoch: [1], step: [518/1581], batch loss: 1.21277, batch accuracy: 46.88, data load time: 0.00024, step time: 0.01173,
epoch: [1], step: [818/1581], batch loss: 1.52837, batch accuracy: 53.12, data load time: 0.00023, step time: 0.01171,
epoch: [1], step: [1118/1581], batch loss: 1.33015, batch accuracy: 56.25, data load time: 0.00339, step time: 0.01191,
epoch: [1], step: [1418/1581], batch loss: 0.87298, batch accuracy: 59.38, data load time: 0.00408, step time: 0.01225,
epoch: [2], step: [137/1581], batch loss: 0.99432, batch accuracy: 71.88, data load time: 0.00025, step time: 0.01194,
epoch: [2], step: [437/1581], batch loss: 0.83938, batch accuracy: 68.75, data load time: 0.00025, step time: 0.01505,
epoch: [2], step: [737/1581], batch loss: 0.88294, batch accuracy: 59.38, data load time: 0.00389, step time: 0.01284,
epoch: [2], step: [1037/1581], batch loss: 0.78666, batch accuracy: 65.62, data load time: 0.00024, step time: 0.01173,
epoch: [2], step: [1337/1581], batch loss: 0.80526, batch accuracy: 59.38, data load time: 0.00025, step time: 0.02130,
epoch: [3], step: [56/1581], batch loss: 0.78892, batch accuracy: 75.00, data load time: 0.00023, step time: 0.01181,
epoch: [3], step: [356/1581], batch loss: 0.56038, batch accuracy: 81.25, data load time: 0.00024, step time: 0.01170,
epoch: [3], step: [656/1581], batch loss: 0.83322, batch accuracy: 68.75, data load time: 0.00024, step time: 0.01170,
epoch: [3], step: [956/1581], batch loss: 0.97252, batch accuracy: 75.00, data load time: 0.00025, step time: 0.01174,
epoch: [3], step: [1256/1581], batch loss: 0.64172, batch accuracy: 65.62, data load time: 0.00025, step time: 0.01173,
epoch: [3], step: [1556/1581], batch loss: 0.56620, batch accuracy: 84.38, data load time: 0.00015, step time: 0.01164,
epoch: [4], step: [275/1581], batch loss: 0.50949, batch accuracy: 87.50, data load time: 0.00026, step time: 0.01174,
epoch: [4], step: [575/1581], batch loss: 0.48748, batch accuracy: 90.62, data load time: 0.00023, step time: 0.01170,
epoch: [4], step: [875/1581], batch loss: 0.82007, batch accuracy: 68.75, data load time: 0.00403, step time: 0.01283,
epoch: [4], step: [1175/1581], batch loss: 0.72652, batch accuracy: 75.00, data load time: 0.00339, step time: 0.01172,
epoch: [4], step: [1475/1581], batch loss: 0.46673, batch accuracy: 81.25, data load time: 0.00023, step time: 0.01176,
validation loss: 0.99062, accuracy: 71.44, class_accuracy: [58.47457627118644, 94.73684210526316, 69.23076923076923, 72.56637168141593, 66.94915254237289, 75.22935779816514, 97.14285714285714, 99.11504424778761, 57.142857142857146, 56.779661016949156]
class_avg: 74.73674891796239
epoch: [5], step: [194/1581], batch loss: 0.52380, batch accuracy: 81.25, data load time: 0.00024, step time: 0.01171,
epoch: [5], step: [494/1581], batch loss: 1.09467, batch accuracy: 71.88, data load time: 0.00026, step time: 0.02100,
epoch: [5], step: [794/1581], batch loss: 0.74484, batch accuracy: 81.25, data load time: 0.00373, step time: 0.01350,
epoch: [5], step: [1094/1581], batch loss: 0.87235, batch accuracy: 71.88, data load time: 0.00026, step time: 0.01171,
epoch: [5], step: [1394/1581], batch loss: 0.56901, batch accuracy: 84.38, data load time: 0.00034, step time: 0.01268,
epoch: [6], step: [113/1581], batch loss: 0.48828, batch accuracy: 78.12, data load time: 0.00027, step time: 0.01177,
epoch: [6], step: [413/1581], batch loss: 0.71529, batch accuracy: 68.75, data load time: 0.00024, step time: 0.01174,
epoch: [6], step: [713/1581], batch loss: 0.50446, batch accuracy: 81.25, data load time: 0.00024, step time: 0.01546,
epoch: [6], step: [1013/1581], batch loss: 0.72237, batch accuracy: 71.88, data load time: 0.00028, step time: 0.01888,
epoch: [6], step: [1313/1581], batch loss: 0.49646, batch accuracy: 78.12, data load time: 0.00058, step time: 0.01173,
epoch: [7], step: [32/1581], batch loss: 0.44298, batch accuracy: 81.25, data load time: 0.00023, step time: 0.02015,
epoch: [7], step: [332/1581], batch loss: 0.40722, batch accuracy: 81.25, data load time: 0.00026, step time: 0.02109,
epoch: [7], step: [632/1581], batch loss: 0.62558, batch accuracy: 81.25, data load time: 0.00025, step time: 0.01416,
epoch: [7], step: [932/1581], batch loss: 0.23276, batch accuracy: 93.75, data load time: 0.00025, step time: 0.01286,
epoch: [7], step: [1232/1581], batch loss: 0.62941, batch accuracy: 81.25, data load time: 0.00025, step time: 0.01202,
epoch: [7], step: [1532/1581], batch loss: 0.45979, batch accuracy: 84.38, data load time: 0.00024, step time: 0.01244,
epoch: [8], step: [251/1581], batch loss: 0.38988, batch accuracy: 84.38, data load time: 0.00023, step time: 0.01172,
epoch: [8], step: [551/1581], batch loss: 0.53187, batch accuracy: 78.12, data load time: 0.00024, step time: 0.01173,
epoch: [8], step: [851/1581], batch loss: 0.67381, batch accuracy: 81.25, data load time: 0.00032, step time: 0.01249,
epoch: [8], step: [1151/1581], batch loss: 0.46181, batch accuracy: 81.25, data load time: 0.00322, step time: 0.01172,
epoch: [8], step: [1451/1581], batch loss: 0.88158, batch accuracy: 78.12, data load time: 0.00023, step time: 0.01171,
epoch: [9], step: [170/1581], batch loss: 0.30560, batch accuracy: 90.62, data load time: 0.00023, step time: 0.01170,
epoch: [9], step: [470/1581], batch loss: 0.51831, batch accuracy: 81.25, data load time: 0.00024, step time: 0.01172,
epoch: [9], step: [770/1581], batch loss: 0.55119, batch accuracy: 78.12, data load time: 0.00023, step time: 0.01172,
epoch: [9], step: [1070/1581], batch loss: 0.46258, batch accuracy: 81.25, data load time: 0.00026, step time: 0.01945,
epoch: [9], step: [1370/1581], batch loss: 0.28764, batch accuracy: 90.62, data load time: 0.00025, step time: 0.01172,
validation loss: 0.92465, accuracy: 72.67, class_accuracy: [50.847457627118644, 92.10526315789474, 66.66666666666667, 69.02654867256638, 82.20338983050847, 65.13761467889908, 100.0, 96.46017699115045, 59.183673469387756, 75.42372881355932]
class_avg: 75.70545199077515
epoch: [10], step: [89/1581], batch loss: 0.39118, batch accuracy: 81.25, data load time: 0.00025, step time: 0.01394,
epoch: [10], step: [389/1581], batch loss: 0.37782, batch accuracy: 84.38, data load time: 0.00024, step time: 0.01172,
epoch: [10], step: [689/1581], batch loss: 0.18942, batch accuracy: 96.88, data load time: 0.00445, step time: 0.01196,
epoch: [10], step: [989/1581], batch loss: 0.33366, batch accuracy: 87.50, data load time: 0.00025, step time: 0.01234,
epoch: [10], step: [1289/1581], batch loss: 0.34494, batch accuracy: 90.62, data load time: 0.00026, step time: 0.01174,
epoch: [11], step: [8/1581], batch loss: 0.63204, batch accuracy: 84.38, data load time: 0.00035, step time: 0.01180,
epoch: [11], step: [308/1581], batch loss: 0.26334, batch accuracy: 90.62, data load time: 0.00024, step time: 0.01348,
epoch: [11], step: [608/1581], batch loss: 0.20721, batch accuracy: 90.62, data load time: 0.00024, step time: 0.01212,
epoch: [11], step: [908/1581], batch loss: 0.28791, batch accuracy: 93.75, data load time: 0.00025, step time: 0.01171,
epoch: [11], step: [1208/1581], batch loss: 0.24733, batch accuracy: 93.75, data load time: 0.00024, step time: 0.01186,
epoch: [11], step: [1508/1581], batch loss: 0.60553, batch accuracy: 75.00, data load time: 0.00023, step time: 0.01172,
epoch: [12], step: [227/1581], batch loss: 0.22838, batch accuracy: 93.75, data load time: 0.00395, step time: 0.01171,
epoch: [12], step: [527/1581], batch loss: 0.36159, batch accuracy: 81.25, data load time: 0.00024, step time: 0.01268,
