Using CUDA...
Writing logs to logs/CNN_bn_epochs=50_dropout=0.5_bs=32_optim=Adam_decay=1e-06_lr=0.001_momentum=0.9_mode=MLMC_run_0
epoch: [0], step: [299/1581], batch loss: 1.84794, batch accuracy: 18.75, data load time: 0.00025, step time: 0.02178,
epoch: [0], step: [599/1581], batch loss: 1.80960, batch accuracy: 31.25, data load time: 0.00026, step time: 0.01388,
epoch: [0], step: [899/1581], batch loss: 1.42494, batch accuracy: 46.88, data load time: 0.00330, step time: 0.01405,
epoch: [0], step: [1199/1581], batch loss: 1.57531, batch accuracy: 40.62, data load time: 0.00026, step time: 0.01641,
epoch: [0], step: [1499/1581], batch loss: 0.96280, batch accuracy: 65.62, data load time: 0.00025, step time: 0.01394,
epoch: [1], step: [218/1581], batch loss: 1.02426, batch accuracy: 68.75, data load time: 0.00025, step time: 0.01920,
epoch: [1], step: [518/1581], batch loss: 1.08389, batch accuracy: 59.38, data load time: 0.00025, step time: 0.01392,
epoch: [1], step: [818/1581], batch loss: 1.33957, batch accuracy: 59.38, data load time: 0.00026, step time: 0.01390,
epoch: [1], step: [1118/1581], batch loss: 0.93304, batch accuracy: 62.50, data load time: 0.00344, step time: 0.01504,
epoch: [1], step: [1418/1581], batch loss: 1.01662, batch accuracy: 62.50, data load time: 0.00024, step time: 0.01387,
epoch: [2], step: [137/1581], batch loss: 0.65103, batch accuracy: 65.62, data load time: 0.00024, step time: 0.01388,
epoch: [2], step: [437/1581], batch loss: 1.07352, batch accuracy: 68.75, data load time: 0.00026, step time: 0.02368,
epoch: [2], step: [737/1581], batch loss: 1.14317, batch accuracy: 56.25, data load time: 0.00024, step time: 0.02205,
epoch: [2], step: [1037/1581], batch loss: 1.22767, batch accuracy: 65.62, data load time: 0.00027, step time: 0.01390,
epoch: [2], step: [1337/1581], batch loss: 1.15963, batch accuracy: 62.50, data load time: 0.00025, step time: 0.02190,
epoch: [3], step: [56/1581], batch loss: 0.72770, batch accuracy: 68.75, data load time: 0.00024, step time: 0.01391,
epoch: [3], step: [356/1581], batch loss: 0.66654, batch accuracy: 71.88, data load time: 0.00026, step time: 0.01430,
