Wall time,Step,Value
1578697478.4591703,59,2.333512306213379
1578697480.63855,189,1.9296752214431763
1578697481.920162,249,1.7158101797103882
1578697485.4256706,409,2.092400550842285
1578697485.9602451,429,1.553292155265808
1578697486.753158,459,2.1314785480499268
1578697488.6598024,539,1.6238707304000854
1578697489.382961,569,1.8953003883361816
1578697492.9120107,719,1.4142850637435913
1578697493.6394124,749,1.724381923675537
1578697498.546071,949,1.326023817062378
1578697500.5521276,1029,1.7503498792648315
1578697501.6054108,1069,1.5383771657943726
1578697506.2644818,1269,1.5672693252563477
1578697508.9487824,1399,1.4485721588134766
1578697512.3896239,1559,1.4910184144973755
1578697515.5979722,1589,1.0944488048553467
1578697517.0587106,1679,1.1973916292190552
1578697519.1035426,1789,1.1248050928115845
1578697520.238654,1839,1.4182273149490356
1578697520.6508076,1859,1.3560454845428467
1578697520.8050544,1869,0.9460891485214233
1578697521.405688,1909,1.2165261507034302
1578697524.672454,2079,1.1740491390228271
1578697527.9952137,2239,1.3254591226577759
1578697529.2958336,2299,1.0392487049102783
1578697530.3403242,2349,1.3219451904296875
1578697533.4688358,2499,1.1916255950927734
1578697534.6388943,2559,1.0391590595245361
1578697535.6278417,2609,1.4545905590057373
1578697537.147747,2679,1.17279052734375
1578697537.8182657,2719,1.4633022546768188
1578697538.1067462,2739,1.084496021270752
1578697542.1211836,2929,1.2927573919296265
1578697546.1123157,3089,1.2206826210021973
1578697546.619812,3109,0.9120848178863525
1578697550.0868654,3189,0.7212690114974976
1578697552.3830218,3309,1.2957216501235962
1578697554.2342637,3399,0.834014892578125
1578697555.5707703,3479,0.9334163665771484
1578697558.7703693,3639,1.2314199209213257
1578697559.6903741,3679,1.0373824834823608
1578697570.905984,4219,0.8490041494369507
1578697571.119332,4229,0.8356257081031799
1578697574.934381,4399,1.234788179397583
1578697575.653455,4429,1.129452109336853
1578697576.4234636,4459,0.9134332537651062
1578697579.108173,4609,0.9899936318397522
1578697579.5745902,4639,0.7765540480613708
1578697579.7643392,4649,0.7328960299491882
1578697583.6985795,4749,0.6403748989105225
1578697587.5760288,4919,1.1163569688796997
1578697588.0159795,4939,0.6944460272789001
1578697592.3878913,5149,1.0405752658843994
1578697592.812439,5179,0.7532591223716736
1578697595.4912398,5319,0.7862779498100281
1578697596.472248,5369,1.0586955547332764
1578697601.2386415,5579,1.4262512922286987
1578697602.6378999,5639,1.1100456714630127
1578697604.5713234,5739,0.8766294717788696
1578697605.826715,5799,1.2360541820526123
1578697606.2997806,5819,1.06951105594635
1578697607.3019516,5869,0.8026186227798462
1578697607.539615,5879,0.9756126403808594
1578697611.0829587,6029,0.9554438591003418
1578697615.3339133,6209,0.6511819362640381
1578697615.802612,6229,0.9725647568702698
1578697620.4088602,6349,0.8198304176330566
1578697621.7833412,6419,0.9037055969238281
1578697621.9740887,6429,0.8390100002288818
1578697622.3630047,6449,0.6694139838218689
1578697622.9607303,6479,0.5352320671081543
1578697623.4126246,6499,0.6489450335502625
1578697625.9217134,6619,0.9667776226997375
1578697628.0117905,6719,0.47247055172920227
1578697630.2152786,6839,0.538030207157135
1578697631.100289,6889,0.6031076312065125
1578697636.530558,7149,1.164171814918518
1578697637.4244032,7189,1.0730284452438354
1578697638.299269,7229,0.8858702778816223
1578697638.5105314,7239,0.6221778988838196
1578697640.0584798,7309,0.6425687074661255
1578697641.8302703,7399,0.7024497389793396
1578697642.6192667,7439,0.7388928532600403
1578697643.4023492,7479,0.9552503228187561
1578697644.3594804,7529,0.8644002079963684
1578697645.1337252,7569,1.1485819816589355
1578697646.927459,7659,0.759446918964386
1578697647.7962976,7699,0.7089855074882507
1578697648.2269437,7719,0.554019033908844
1578697648.7091167,7739,0.8381143808364868
1578697650.2127228,7809,0.8228487968444824
1578697651.2308168,7859,0.6418612003326416
1578697651.472966,7879,0.7425163984298706
1578697659.0720017,7929,0.8390255570411682
1578697659.4656334,7949,0.7404965758323669
1578697660.2530727,7989,0.6609110832214355
1578697661.0424602,8029,0.4666338562965393
1578697662.1241884,8089,0.6496528387069702
1578697662.2500377,8099,0.6492332816123962
1578697666.5905662,8329,0.47392404079437256
1578697667.4028058,8369,1.1357804536819458
1578697673.8854153,8699,0.8187439441680908
1578697675.1505735,8769,0.8274468183517456
1578697676.4787297,8829,0.4717141091823578
1578697679.5772877,8969,0.8792864680290222
1578697680.4999015,9009,0.7393110990524292
1578697682.1648724,9079,0.9784292578697205
1578697682.6481361,9099,0.5155372023582458
1578697683.9617987,9159,0.8753207921981812
1578697684.3430614,9179,1.0470479726791382
1578697686.9681756,9319,0.656874418258667
1578697687.1622453,9329,0.8753993511199951
1578697689.2213676,9429,0.7117176651954651
1578697689.6537604,9459,0.6134259104728699
1578697693.5275857,9549,0.5511384010314941
1578697694.3595753,9589,0.7400047183036804
1578697695.2446148,9629,0.4860893487930298
1578697696.8855608,9719,0.9991268515586853
1578697697.0162213,9729,0.5889068245887756
1578697698.0106738,9789,0.8707722425460815
1578697698.206702,9799,0.5280799865722656
1578697699.2522733,9849,0.5805534720420837
1578697701.321847,9969,0.592121422290802
1578697702.8858063,10029,0.6335029006004333
1578697703.498886,10059,0.7116269469261169
1578697705.4372845,10149,0.38894739747047424
1578697707.91823,10259,0.8851480484008789
1578697711.3680212,10449,0.6567849516868591
1578697713.8478043,10579,0.40389105677604675
1578697715.1648164,10639,0.5485040545463562
1578697715.793445,10669,0.6793678998947144
1578697716.260754,10689,0.7980149388313293
1578697717.1072245,10729,0.4991377592086792
1578697718.428023,10789,0.708916962146759
1578697719.5294063,10839,0.5172210931777954
1578697721.8157039,10939,0.6867102980613708
1578697723.195151,10999,0.5342579483985901
1578697724.1077971,11049,0.6469646692276001
1578697728.5790656,11149,0.5925981402397156
1578697729.7202075,11199,0.6917375922203064
1578697737.053706,11569,0.5397675037384033
1578697737.8271267,11609,0.2865007817745209
1578697738.029535,11619,0.6053972244262695
1578697738.2335443,11629,0.38847050070762634
1578697742.5352426,11809,0.5041940808296204
1578697745.513544,11929,0.7079609036445618
1578697745.765421,11939,0.68780517578125
1578697747.3205314,11999,0.5258536338806152
1578697749.1838048,12069,0.4553752541542053
1578697756.0824306,12329,0.6691185235977173
1578697756.6020317,12349,0.4414981007575989
1578697758.5110147,12449,0.6471911072731018
1578697760.8225145,12559,0.672683835029602
1578697761.4847019,12589,0.6414766311645508
1578697762.050356,12619,0.7013199925422668
1578697767.7679157,12819,0.9559920430183411
1578697768.8766806,12879,0.7249264717102051
1578697769.993721,12949,0.6952757239341736
1578697771.2634597,13009,0.7634965777397156
1578697772.8718758,13109,0.657346248626709
1578697774.1331,13169,0.6236063241958618
1578697774.6337724,13199,0.6304915547370911
1578697776.8088825,13309,0.40943241119384766
1578697777.3848684,13339,0.5092408061027527
1578697777.9614868,13369,0.6536637544631958
1578697778.206757,13379,0.4346482753753662
1578697788.1340716,13859,0.5469285845756531
1578697788.788714,13889,0.3678973317146301
1578697789.4323215,13919,0.7047801613807678
1578697789.6566694,13929,0.6270893216133118
1578697794.4789944,14149,0.6029143929481506
1578697798.9984758,14269,0.3191665709018707
1578697799.3953335,14289,0.5880923867225647
1578697800.1842706,14329,0.4013076424598694
1578697800.9832637,14369,0.6513733863830566
1578697801.8296716,14409,0.5283513069152832
1578697806.899312,14659,0.6719916462898254
1578697807.0327897,14669,0.5731616616249084
1578697809.0581167,14779,0.4222044348716736
1578697810.4171274,14859,0.4769708812236786
1578697811.2350655,14899,0.8720165491104126
1578697811.623407,14919,0.4899722635746002
1578697814.8772013,15089,0.46266376972198486
1578697818.1623027,15239,0.8215116262435913
1578697819.2548997,15279,0.4375322759151459
1578697824.072194,15529,0.8418036103248596
1578697827.0620885,15689,0.4461213946342468
1578697827.256435,15699,0.6501314640045166
1578697836.3541963,15849,0.31529027223587036
1578697837.16225,15889,0.59056556224823
1578697839.1184585,15979,0.38106581568717957
1578697840.4649842,16049,0.8010727763175964
1578697840.6257894,16059,0.6098449230194092
1578697842.9133189,16189,0.33346062898635864
1578697844.7752109,16279,0.4095127284526825
1578697845.8886402,16329,0.7850257754325867
1578697846.978595,16379,0.8130916357040405
1578697847.5621862,16409,0.34706026315689087
1578697848.6280034,16459,0.8104222416877747
1578697849.218974,16489,0.510871946811676
1578697851.764191,16609,0.21789851784706116
1578697853.3972511,16689,0.4859296381473541
1578697854.775333,16759,0.32915353775024414
1578697856.1500182,16829,0.5116594433784485
1578697858.0632813,16919,0.34338340163230896
1578697858.927104,16959,0.38797634840011597
1578697859.1461124,16969,0.5309176445007324
1578697859.358899,16979,0.24995057284832
1578697859.7464678,16999,0.5759562849998474
1578697860.3378787,17029,0.36207494139671326
1578697861.6810844,17099,0.5248380303382874
1578697863.4616678,17189,0.680058479309082
1578697865.3778617,17289,0.786644697189331
1578697866.231343,17329,0.5522366762161255
1578697866.529955,17349,0.4811457693576813
1578697866.8988705,17379,0.433260440826416
1578697870.5321982,17429,0.383235901594162
1578697871.1505802,17459,0.304699182510376
1578697871.4255462,17469,0.43499866127967834
1578697871.6242409,17479,0.47578269243240356
1578697875.4594438,17669,0.5312104821205139
1578697877.0030723,17759,0.3572693169116974
1578697878.1539428,17819,0.5467944145202637
1578697879.193089,17889,0.5340621471405029
1578697879.4426928,17899,0.6963611245155334
1578697881.0061815,17989,0.6020371317863464
1578697882.141997,18059,0.41135600209236145
1578697884.1218987,18179,0.5998830795288086
1578697885.8644733,18269,0.7824463844299316
1578697886.6387382,18309,0.48728227615356445
1578697888.6050513,18409,0.4640670716762543
1578697889.345259,18449,0.365141361951828
1578697891.0939157,18539,0.2946706712245941
1578697893.8882036,18669,0.5382523536682129
1578697894.458514,18699,0.5702819228172302
1578697895.682781,18759,0.44979333877563477
1578697896.0817058,18779,0.447636216878891
1578697904.4135418,19119,0.7007628083229065
1578697905.5670288,19179,0.46899324655532837
1578697908.745637,19349,0.4755364656448364
1578697909.16837,19369,0.33837732672691345
1578697909.5771441,19389,0.49334651231765747
1578697910.6003928,19449,0.478667289018631
1578697911.0144808,19479,0.38471952080726624
1578697911.5140705,19499,0.5565598607063293
1578697914.8701832,19679,0.3983760178089142
1578697917.712797,19819,0.4559033513069153
1578697918.1360774,19839,0.5096015930175781
1578697921.8213556,20019,0.5335187911987305
1578697922.7651405,20059,0.5121572017669678
1578697924.5295117,20139,1.0267852544784546
1578697928.1390328,20309,0.5844952464103699
1578697929.562009,20369,0.830377995967865
1578697936.7646816,20609,0.42795073986053467
1578697939.1485217,20729,0.3790244460105896
1578697939.3543723,20739,0.3449867367744446
1578697939.9724605,20769,0.3974040746688843
1578697940.1780915,20779,0.45436668395996094
1578697940.5943356,20799,0.2252097725868225
1578697941.0141768,20819,0.3661218285560608
1578697941.8187304,20859,0.22532422840595245
1578697942.6037104,20899,0.6503016948699951
1578697943.546603,20949,0.9015584588050842
1578697943.906062,20969,0.20643870532512665
1578697946.6775823,21119,0.5471079349517822
1578697952.1103046,21459,0.6409005522727966
1578697952.9193397,21499,0.33156195282936096
1578697953.3323696,21519,0.5143617391586304
1578697954.5064347,21569,0.5520379543304443
1578697956.2042937,21659,0.23457105457782745
1578697957.8057582,21739,0.6660735011100769
1578697958.6479702,21779,0.4273637533187866
1578697960.8996637,21879,0.36626869440078735
1578697961.3207927,21899,0.4042467474937439
1578697961.8209608,21919,0.34616202116012573
1578697962.0833955,21929,0.5253520011901855
1578697963.11471,21969,0.3727027177810669
1578697963.915856,21999,0.3640154302120209
1578697965.4908175,22079,0.2451135367155075
1578697966.014646,22119,0.509322464466095
1578697971.0373998,22259,0.5255600810050964
1578697972.1991615,22319,0.4011375308036804
1578697973.1879208,22369,0.6512453556060791
1578697973.3950129,22379,0.32874396443367004
1578697973.7957017,22399,0.4667661488056183
1578697974.396555,22429,0.5006342530250549
1578697974.793769,22449,0.4825793504714966
1578697975.198105,22469,0.6589949727058411
1578697975.3989136,22479,0.264534056186676
1578697976.8289652,22549,0.5523613095283508
1578697977.4209716,22579,0.4235621392726898
1578697978.488632,22629,0.5361723899841309
1578697982.2663498,22819,0.6604573130607605
1578697984.2193832,22919,0.3941572308540344
1578697985.4039896,22979,0.42409855127334595
1578697986.7982602,23039,0.29290157556533813
1578697987.6793144,23079,0.5170087218284607
1578697987.921875,23089,0.4479271173477173
1578697990.6725078,23199,0.6003650426864624
1578697990.9118028,23209,0.5285119414329529
1578697994.074636,23359,0.40210551023483276
1578697996.1756952,23459,0.3293903172016144
1578697998.1909032,23549,0.5623980164527893
1578698007.7780395,23719,0.5218865871429443
1578698011.2297976,23899,0.4120660126209259
1578698011.4240956,23909,0.6551995277404785
1578698011.8225868,23929,0.5743622779846191
1578698013.8086865,24029,0.3547477126121521
1578698014.6178277,24069,0.49907582998275757
1578698018.2536094,24259,0.6416889429092407
1578698020.0950096,24369,0.42194995284080505
1578698021.8537364,24449,0.45905739068984985
1578698023.181163,24509,0.6296915411949158
1578698023.3826232,24519,0.23233412206172943
1578698023.8150752,24539,0.44326159358024597
1578698024.2233799,24559,0.636781632900238
1578698025.3264604,24609,0.5971303582191467
1578698031.0378292,24859,0.44470420479774475
1578698031.2603345,24869,0.39471879601478577
1578698033.4754379,24969,0.4747832119464874
1578698033.9253602,24989,0.4124698340892792
1578698035.099236,25039,0.43558773398399353
1578698038.549829,25179,0.24795444309711456
1578698040.1304436,25239,0.6301531791687012
1578698043.8816676,25309,0.5807604193687439
1578698044.260142,25329,0.25296828150749207
1578698047.4564507,25479,0.4242000877857208
1578698048.374728,25519,0.6044564247131348
1578698048.7879174,25539,0.2731853127479553
1578698051.3440526,25669,0.5542940497398376
1578698054.0181594,25789,0.28755542635917664
1578698056.5557332,25909,0.4964134097099304
1578698056.7664058,25919,0.3775607645511627
1578698056.9782197,25929,0.7813162803649902
1578698059.1231785,26009,0.5072293877601624
1578698060.666133,26069,0.3918278217315674
1578698064.5717201,26239,0.3704294264316559
1578698066.029251,26299,0.5445044040679932
1578698066.25292,26309,0.29351863265037537
1578698068.1689095,26389,0.4338868260383606
1578698069.6876032,26449,0.3962516188621521
1578698071.343845,26509,0.3177229166030884
1578698072.5585752,26559,0.443058043718338
1578698078.0095932,26789,0.2843419313430786
1578698078.4866083,26809,0.5734509825706482
1578698079.3252728,26859,0.6058457493782043
1578698082.6572115,26909,0.5169292688369751
1578698085.0454657,27039,0.4585215747356415
1578698086.247069,27109,0.16253404319286346
1578698089.3790307,27259,0.5978820323944092
1578698091.8301547,27379,0.6688379645347595
1578698092.4307315,27409,0.6324406862258911
1578698095.3432865,27549,0.38078251481056213
1578698095.5372415,27559,0.8035667538642883
1578698095.9280236,27579,0.3176284730434418
1578698102.6177385,27899,0.5056753754615784
1578698102.836745,27909,0.4169701337814331
1578698103.0339754,27919,0.293771356344223
1578698104.5225854,27989,0.44324156641960144
1578698106.5794816,28099,0.5139326453208923
1578698109.9007726,28249,0.17548082768917084
1578698110.5466683,28279,0.4622054696083069
1578698110.9003742,28299,0.5805627107620239
1578698118.6940157,28599,0.38591817021369934
1578698121.0500143,28729,0.3120596706867218
1578698122.7780697,28819,0.5748803019523621
1578698124.5337167,28909,0.631206750869751
1578698125.7732391,28969,0.34114041924476624
1578698126.6032777,29009,0.5919538736343384
1578698130.0305107,29179,0.5162248611450195
1578698130.4615881,29199,0.6289127469062805
1578698130.7135057,29209,0.17986507713794708
1578698130.9372826,29219,0.40573394298553467
1578698133.3412924,29329,0.4912160336971283
1578698136.709448,29509,0.4519011080265045
1578698139.9886415,29679,0.3865351676940918
1578698141.5462835,29759,0.5792322754859924
1578698146.568206,29989,0.9574048519134521
1578698150.3027303,30079,0.6270824074745178
1578698150.7018209,30099,0.4077572822570801
1578698151.093582,30119,0.3687547743320465
1578698152.1534865,30159,0.43813619017601013
1578698152.42369,30169,0.4911821186542511
1578698154.9038086,30279,0.4376806616783142
1578698155.471215,30309,0.4333544671535492
1578698156.687945,30389,0.4818779230117798
1578698157.3414736,30419,0.4855441451072693
1578698158.86064,30509,0.5704324841499329
1578698161.9859881,30659,0.5934271216392517
1578698162.880157,30699,0.45930394530296326
1578698163.3221767,30719,0.44445207715034485
1578698166.7128801,30869,0.37774381041526794
1578698169.620541,30999,0.5716773867607117
1578698174.771457,31229,0.40219032764434814
1578698178.0527856,31379,0.3330781161785126
1578698178.2560456,31389,0.2838701903820038
1578698179.4678907,31459,0.575755774974823
1578698180.4316902,31509,0.6716691851615906
1578698181.385457,31559,0.3859557509422302
1578698181.979293,31599,0.3374011516571045
1578698182.2134907,31619,1.3174508810043335
1578698192.1701827,31779,0.225744366645813
1578698193.9424484,31889,0.546995997428894
1578698195.5256941,31959,0.34762242436408997
1578698195.782526,31969,0.41603532433509827
1578698197.2085304,32039,0.3190334737300873
1578698197.7737627,32069,0.4005524218082428
1578698202.2605128,32309,0.29813408851623535
1578698202.812801,32339,0.3193586468696594
1578698204.1056468,32409,0.46446692943573
1578698204.6545062,32439,0.46464455127716064
1578698204.8379796,32449,0.43309929966926575
1578698205.2010298,32469,0.2440776228904724
1578698205.380853,32479,0.5858316421508789
1578698210.0398328,32679,0.3128785490989685
1578698211.3301475,32729,0.3976549208164215
1578698213.482166,32819,0.31903141736984253
1578698213.9482849,32839,0.644925594329834
1578698218.7294803,33059,0.46220672130584717
1578698220.570863,33139,0.3327474892139435
1578698224.8820224,33279,0.4902503788471222
